"QLogin_1","Item","Segmented","lines","response_num","response","J1_Rating","J2_Rating","J3_Rating","J4_Rating"
"iC3RI2p2","paperclip","segmented",5,6,"used to pull hair back",3,3,2,2
"nNBNu992","paperclip","segmented",5,3,"using it for a Christmas tree ornament",3,3,1,2
"82WWAsi8","paperclip","unsegmented",10,3,"using to hold picture frames on the wall",4,3,1,2
"IT6ztEpf","paperclip","segmented",15,4,"Utensil for creating dot art",4,4,2,2
"9Vtree6i","paperclip","segmented",15,2,"wall organizer",4,3,2,1
"B2edM796","paperclip","segmented",5,1,"Weapon",1,2,2,1
"iC3RI2p2","paperclip","segmented",5,3,"weapon",1,2,2,1
"Lec2y841","paperclip","segmented",15,4,"weapon",1,2,2,1
"uirMt5sS","paperclip","unsegmented",15,1,"Weapon",1,2,2,1
"OpGVLc2i","paperclip","unsegmented",5,8,"weapon (unfolded)",1,2,2,1
"jhX9tFGh","paperclip","unsegmented",15,2,"wear as barrette",3,2,2,2
"g5uvlF2v","paperclip","segmented",5,3,"when opened reset modum",5,4,2,2
"n0jCAZ1s","paperclip","segmented",5,5,"Wire",4,3,2,1
"O3A01apk","paperclip","unsegmented",5,3,"wire",4,3,2,1
"tt22103X","paperclip","segmented",10,3,"Wire together a broken item",4,3,2,2
"LUdy216o","paperclip","unsegmented",15,3,"With a rubber, make shoot toy",5,3,3,2
"9mlyecrJ","paperclip","unsegmented",5,4,"wrap around a pencil to make a spring",5,5,4,2
"K883nL64","paperclip","segmented",5,4,"x-mas orniment hook ",4,3,1,2
"O9vSup0D","paperclip","unsegmented",5,4,"You may use a paperclip to hold pants together when no safety pin available",4,3,2,2
"4RcV7Sp1","paperclip","unsegmented",5,6,"zipper pull",4,4,2,2
"88ft50be","paperclip","segmented",15,5,"zipper pull",4,4,2,2
"BaQk6mT1","paperclip","unsegmented",5,2,"zipper pull",4,4,2,2
"P3oBZCkA","paperclip","segmented",15,3,"zipper pull",4,4,2,2
"w2E2r112","paperclip","segmented",5,3,"zipper pull",4,4,2,2
"EqZE362k","paperclip","unsegmented",15,4,"zipper tab",4,4,2,2
"euaMDyU7","paperclip","segmented",15,6,"zit popper",2,2,5,3
"WMPE0i6n","brick","unsegmented",15,NA,"  ",NA,NA,NA,NA
"Yr7E95zL","brick","unsegmented",5,NA,"  ",NA,NA,NA,NA
"6ERmJDe3","brick","unsegmented",5,3,"A (very heavy) paper weight",2,1,1,1
"68P7GeOl","brick","unsegmented",15,3,"a boat anchor",3,4,4,4
"YpLqZ40R","brick","unsegmented",10,1,"a border for flowers",4,1,1,3
"6ERmJDe3","brick","unsegmented",5,6,"A building block",1,1,1,2
"68P7GeOl","brick","unsegmented",15,4,"a door jam",2,1,1,1
"6ERmJDe3","brick","unsegmented",5,2,"A door-stopper",2,1,1,1
"a3C6fX0r","brick","segmented",5,1,"a dumbell",3,4,4,2
"RAMxUI1v","brick","unsegmented",5,2,"a fireplace",1,2,2,2
"a3C6fX0r","brick","segmented",5,4,"a grinder",2,4,3,2
"BB3KJdhl","brick","segmented",15,2,"A HOUSE",1,1,1,2
"SsoAOKdh","brick","segmented",5,1,"A makeshift hammer",3,2,3,3
"SsoAOKdh","brick","segmented",5,5,"A makeshift window opener lol",2,2,3,2
"SsoAOKdh","brick","segmented",5,2,"A marker for laying sod",4,3,2,4
"a3C6fX0r","brick","segmented",5,2,"a paper weight",2,1,1,1
"SsoAOKdh","brick","segmented",5,3,"A part of a backstop or border for a garden",4,3,1,3
"6ERmJDe3","brick","unsegmented",5,4,"A pen/pencil holder",5,3,3,3
"SsoAOKdh","brick","segmented",5,4,"A piece of a paver for a walkway",1,1,1,1
"RAMxUI1v","brick","unsegmented",5,3,"a retainer wall",2,1,1,1
"6ERmJDe3","brick","unsegmented",5,8,"A stepping block",1,1,1,1
"BB3KJdhl","brick","segmented",15,1,"A WALL",1,1,1,1
"YpLqZ40R","brick","unsegmented",10,2,"a wall",1,1,1,1
"6ERmJDe3","brick","unsegmented",5,5,"A weapon",2,2,1,1
"zaTZTqFs","brick","segmented",5,2,"a weapon",2,2,1,1
"332VeAed","brick","segmented",5,3,"add height to something",3,3,2,1
"WMPE0i6n","brick","unsegmented",15,3,"add weight to something",3,2,2,1
"YpLqZ40R","brick","unsegmented",10,3,"added room",1,1,1,1
"TR0n5Xkg","brick","unsegmented",10,6,"air hockey",1,3,4,2
"xL8VzZto","brick","segmented",5,8,"airplane chucks",3,4,3,2
"4dUr6hnh","brick","unsegmented",15,9,"aligator repellent",NA,3,5,4
"4VoT0krX","brick","segmented",15,7,"Anchor",3,4,2,2
"F6C3p16Q","brick","unsegmented",10,6,"anchor",3,4,2,2
"X0Z1I47H","brick","segmented",5,1,"anchor for boat",3,4,2,2
"M5603YCQ","brick","unsegmented",10,8,"and bury someone under a pile of them. You've got anything from building to creating smaller things like grills out of bricks. ",4,1,2,2
"nj9z7Ka2","brick","segmented",5,5,"Annoying thing a car can run over.",1,1,2,3
"2nxx6Yf9","brick","segmented",15,8,"Art",4,4,3,1
"vgUOi7TF","brick","unsegmented",5,8,"art canvas",4,4,3,1
"aP33crx5","brick","segmented",10,4,"art material",4,4,3,1
"vgUOi7TF","brick","unsegmented",5,9,"art object",4,4,3,1
"vR19dSkW","brick","unsegmented",15,4,"Art Project Material",4,4,3,1
"R9l7t829","brick","segmented",10,3,"artwork",4,4,3,1
"4VzH60D1","brick","unsegmented",5,6,"as a door stop",2,1,1,1
"WMPE0i6n","brick","unsegmented",15,2,"As a door stop",2,1,1,1
"4dUr6hnh","brick","unsegmented",15,4,"as a hammer",3,2,2,1
"65805qnA","brick","unsegmented",5,8,"as a hammer to pound something",4,2,2,1
"WMPE0i6n","brick","unsegmented",15,4,"as a paper weight",3,1,1,1
"sTF5ZTxJ","brick","segmented",10,5,"as a paver for a patio",1,1,1,1
"e1t22a36","brick","unsegmented",15,4,"ash tray",5,1,3,2
"IN86DsbH","brick","segmented",15,7,"Backstop against water erosion",4,NA,4,3
"kXD3Pswy","brick","unsegmented",5,1,"Bacon press or other cooking press",5,5,4,4
"I22Wl2uZ","brick","unsegmented",5,2,"bad pillow",2,2,4,3
"8UP73BqP","brick","segmented",15,3,"balance on head",5,1,3,1
"Mr20YMh5","brick","unsegmented",5,5,"balancer",5,2,3,1
"683d1PBR","brick","segmented",10,4,"Ballast ",3,3,3,2
"zaTZTqFs","brick","segmented",5,4,"Barbecue pit",2,2,1,2
"B8x6J8Cu","brick","unsegmented",5,4,"barbeques",2,2,1,2
"90lmw7pq","brick","unsegmented",10,4,"barrier.",1,2,1,1
"aP33crx5","brick","segmented",10,6,"bed riser",4,3,2,2
"M5603YCQ","brick","unsegmented",10,6,"beds",4,2,3,1
"rcjJj04f","brick","unsegmented",10,4,"Bench for Barbie dolls",5,4,4,4
"AtOs67ky","brick","unsegmented",10,3,"Big Ben",2,1,3,1
"4dUr6hnh","brick","unsegmented",15,8,"big geeky glasses",1,1,4,4
"lw50p93r","brick","unsegmented",15,11,"bind object together ",1,1,2,1
"zaTZTqFs","brick","segmented",5,3,"Bird house",3,3,1,3
"vgUOi7TF","brick","unsegmented",5,3,"blade sharpener",4,3,4,2
"RAMxUI1v","brick","unsegmented",5,4,"block car tires when working on it",3,3,2,2
"z793il3x","brick","segmented",10,5,"block wheels from rolling",3,3,2,2
"y8a88PFJ","brick","unsegmented",15,3,"block wheels of cars from rolling back while repairing",3,3,2,2
"aP33crx5","brick","segmented",10,3,"blunt weapon",2,2,2,1
"6q5Wz6lI","brick","segmented",15,4,"bon-fire",2,2,2,1
"C67DPV18","brick","segmented",15,4,"book end",2,4,1,1
"tsy7LR46","brick","unsegmented",15,7,"book end",2,4,1,1
"zaTZTqFs","brick","segmented",5,6,"book end",2,4,1,1
"e1t22a36","brick","unsegmented",15,2,"book holder",2,4,1,1
"lw50p93r","brick","unsegmented",15,7,"book mark",1,1,2,1
"8x0NWvRS","brick","segmented",10,4,"bookend",2,4,1,1
"aP33crx5","brick","segmented",10,9,"bookend",2,4,1,1
"C8q1Ph4i","brick","segmented",5,4,"bookend",2,4,1,1
"faOPf746","brick","unsegmented",15,3,"bookend",2,4,1,1
"ug6a09uy","brick","unsegmented",15,5,"bookend",2,4,1,1
"47h4XUb6","brick","segmented",5,7,"bookshelf",3,3,1,1
"865alos8","brick","segmented",10,7,"border",2,2,1,1
"DD94108z","brick","segmented",15,11,"brace a bed",4,3,2,1
"5d5xLMEq","brick","segmented",5,4,"Brace to elevate a dog house",4,2,2,3
"X94cPAQZ","brick","unsegmented",10,2,"BREAK A NUT",3,3,2,1
"65805qnA","brick","unsegmented",5,1,"Break a window",2,2,1,1
"Ds5W7uZh","brick","segmented",10,4,"Break a window",2,2,1,1
"HKol406l","brick","segmented",5,2,"break a window",2,2,1,1
"RAMxUI1v","brick","unsegmented",5,6,"break a window",2,2,1,1
"T5Yw2Ip3","brick","unsegmented",15,3,"BREAK A WINDOW",2,2,1,1
"wIkD9Pai","brick","segmented",5,5,"break a window",2,2,1,1
"sTF5ZTxJ","brick","segmented",10,2,"break a window ",2,2,1,1
"0x135kJT","brick","unsegmented",15,4,"Break apart something by throwing it",2,2,1,1
"210kdtBq","brick","unsegmented",5,2,"break into somethings that's your property",2,2,1,1
"2J8vhJyv","brick","segmented",10,8,"break into your house",3,2,1,1
"9qInF3rw","brick","unsegmented",5,5,"Break open a coconut",3,3,1,2
"65805qnA","brick","unsegmented",5,9,"break other small rocks up",3,2,1,1
"4ys9hBH1","brick","unsegmented",5,1,"break some thing",1,2,1,1
"2PtjMrzC","brick","unsegmented",10,2,"break something",1,2,1,1
"R9l7t829","brick","segmented",10,8,"break something",1,2,1,1
"kXD3Pswy","brick","unsegmented",5,5,"break up with hammer for aquarium decor",4,2,4,3
"B8EkU1fk","brick","unsegmented",5,4,"break windows",2,2,1,1
"7oUpJA0Y","brick","segmented",10,2,"breaking a window",2,2,1,1
"9wW6AB6o","brick","unsegmented",10,9,"breaking a window",2,2,1,1
"9wW6AB6o","brick","unsegmented",10,3,"breaking into a car",2,2,1,1
"9wW6AB6o","brick","unsegmented",10,4,"breaking someone's skull",4,1,2,2
"zQDNuQPL","brick","unsegmented",15,2,"Breaking something",1,2,1,1
"0z8276gI","brick","segmented",10,4,"breaking things (e.g. window)",2,2,1,1
"90lmw7pq","brick","unsegmented",10,3,"brick",1,1,1,1
"5A0P72Lh","brick","unsegmented",15,1,"BRICK ON WALL",1,1,1,1
"OknA7Qez","brick","segmented",15,4,"brick oven",3,1,1,1
"dF90wsE2","brick","unsegmented",10,6,"bridge",2,1,2,1
"P51265dY","brick","segmented",15,2,"bridge",2,1,2,1
"BB3KJdhl","brick","segmented",15,4,"BUILD",1,1,1,1
"cMdakEnx","brick","segmented",15,1,"Build",1,1,1,1
"sTF5ZTxJ","brick","segmented",10,3,"build a barbque pit",2,1,1,1
"2nxx6Yf9","brick","segmented",15,3,"Build a building",1,1,1,1
"4ys9hBH1","brick","unsegmented",5,3,"build a building",1,1,1,1
"R9l7t829","brick","segmented",10,1,"build a building",1,1,1,1
"6hETnw58","brick","unsegmented",10,2,"build a cat house",2,1,2,2
"FVKi04e2","brick","segmented",15,6,"Build a chimney",2,1,1,1
"4VzH60D1","brick","unsegmented",5,11,"build a fence",2,1,1,1
"R9l7t829","brick","segmented",10,10,"build a fire pit",2,1,1,1
"4ys9hBH1","brick","unsegmented",5,4,"build a fire place",2,1,1,1
"6hETnw58","brick","unsegmented",10,3,"build a fire ring",2,1,1,1
"DD94108z","brick","segmented",15,5,"build a fire ring",2,1,1,1
"F74d5I2Y","brick","segmented",15,2,"build a firepit",2,1,1,1
"8231icq2","brick","segmented",10,2,"Build a Fort",3,1,1,2
"210kdtBq","brick","unsegmented",5,1,"build a house",1,1,1,1
"4VzH60D1","brick","unsegmented",5,1,"build a house",1,1,1,1
"4ys9hBH1","brick","unsegmented",5,2,"build a house",1,1,1,1
"6D6d2I55","brick","segmented",15,1,"Build a house",1,1,1,1
"6q5Wz6lI","brick","segmented",15,1,"build a house",1,1,1,1
"9qInF3rw","brick","unsegmented",5,2,"Build a house",1,1,1,1
"aPAbQF7T","brick","unsegmented",10,1,"build a house",1,1,1,1
"DD94108z","brick","segmented",15,1,"build a house",1,1,1,1
"Ds5W7uZh","brick","segmented",10,1,"Build a house",1,1,1,1
"F74d5I2Y","brick","segmented",15,1,"build a house",1,1,1,1
"FVKi04e2","brick","segmented",15,1,"Build a house",1,1,1,1
"IGFVw40K","brick","unsegmented",10,1,"Build a house",1,1,1,1
"oR8PlQ5I","brick","segmented",15,1,"Build a House",1,1,1,1
"wIkD9Pai","brick","segmented",5,1,"build a house",1,1,1,1
"Yr7E95zL","brick","unsegmented",5,1,"build a house",1,1,1,1
"zaTZTqFs","brick","segmented",5,1,"Build a house",1,1,1,1
"Po54U0sz","brick","segmented",15,4,"Build a patio",1,1,1,1
"9qInF3rw","brick","unsegmented",5,3,"Build a raised garden",3,1,1,2
"FVKi04e2","brick","segmented",15,3,"Build a sidewalk",1,1,1,1
"R9l7t829","brick","segmented",10,4,"build a walkway",1,1,1,1
"4VzH60D1","brick","unsegmented",5,2,"build a wall",1,1,1,1
"9qInF3rw","brick","unsegmented",5,1,"Build a wall",1,1,1,1
"Ds5W7uZh","brick","segmented",10,2,"build a wall",1,1,1,1
"F74d5I2Y","brick","segmented",15,3,"build a wall",1,1,1,1
"HKol406l","brick","segmented",5,1,"build a wall",1,1,1,1
"R9l7t829","brick","segmented",10,5,"build a wall",1,1,1,1
"RAMxUI1v","brick","unsegmented",5,1,"Build a wall",1,1,1,1
"XKBw637F","brick","unsegmented",15,1,"Build a wall",1,1,1,1
"XToyk20a","brick","segmented",15,1,"build a wall",1,1,1,1
"sTF5ZTxJ","brick","segmented",10,1,"build a wall ",1,1,1,1
"8231icq2","brick","segmented",10,1,"Build an Oven",3,1,1,1
"FVKi04e2","brick","segmented",15,9,"Build an oven",3,1,1,1
"R9l7t829","brick","segmented",10,11,"build an oven",3,1,1,1
"01VqTes5","brick","segmented",15,3,"build bookshelves ",3,1,1,2
"s6acn936","brick","segmented",5,1,"Build building",1,1,1,1
"T5Yw2Ip3","brick","unsegmented",15,2,"BUILD BUILDING",1,1,1,1
"M5603YCQ","brick","unsegmented",10,1,"Build buildings",1,1,1,1
"Nec6FWr4","brick","unsegmented",5,2,"Build cooking pit",3,1,1,1
"hF5xX42i","brick","unsegmented",10,4,"build fence",2,1,1,1
"hF5xX42i","brick","unsegmented",10,1,"build fireplace",2,1,1,1
"LJVEME40","brick","unsegmented",15,3,"build fireplace",2,1,1,1
"LJVEME40","brick","unsegmented",15,2,"build flower garden",3,1,1,2
"BB3KJdhl","brick","segmented",15,7,"BUILD FLOWER PLANTER",3,1,1,2
"01VqTes5","brick","segmented",15,1,"build house",1,1,1,1
"4q5kz2kx","brick","segmented",10,1,"build house",1,1,1,1
"hF5xX42i","brick","unsegmented",10,5,"build house",1,1,1,1
"LJVEME40","brick","unsegmented",15,5,"build house",1,1,1,1
"Nec6FWr4","brick","unsegmented",5,1,"Build house",1,1,1,1
"TR0n5Xkg","brick","unsegmented",10,1,"build house",1,1,1,1
"XkILwh3o","brick","unsegmented",15,2,"build house",1,1,1,1
"0ghL50Ke","brick","unsegmented",10,1,"build houses",1,1,1,1
"T5Yw2Ip3","brick","unsegmented",15,1,"BUILD HOUSES",1,1,1,1
"07G60fD3","brick","segmented",10,1,"Build houses.",1,1,1,1
"lU6lAi5X","brick","segmented",15,1,"build housing",1,1,1,1
"01VqTes5","brick","segmented",15,2,"build outdoor barbecue ",3,1,1,1
"LJVEME40","brick","unsegmented",15,4,"build path",1,1,1,1
"4q5kz2kx","brick","segmented",10,3,"build sidewalk",1,1,1,1
"LJVEME40","brick","unsegmented",15,1,"build wall",1,1,1,1
"0ghL50Ke","brick","unsegmented",10,2,"build walls",1,1,1,1
"4q5kz2kx","brick","segmented",10,5,"building",1,1,1,1
"683d1PBR","brick","segmented",10,1,"Building",1,1,1,1
"e1t22a36","brick","unsegmented",15,7,"building",1,1,1,1
"Ph94atfW","brick","unsegmented",5,2,"building",1,1,1,1
"rsk3LtAs","brick","segmented",10,2,"building",1,1,1,1
"w5u3jOia","brick","segmented",5,1,"building",1,1,1,1
"9wW6AB6o","brick","unsegmented",10,1,"Building a house",1,1,1,1
"D13S9Cg0","brick","segmented",5,2,"Building a house",1,1,1,1
"jQzd3rhk","brick","unsegmented",15,1,"Building a house",1,1,1,1
"9wW6AB6o","brick","unsegmented",10,7,"building a hurricane shelter",4,1,2,2
"D13S9Cg0","brick","segmented",5,3,"Building a pyramid",4,1,1,2
"jQzd3rhk","brick","unsegmented",15,5,"building a wall",1,1,1,1
"dF90wsE2","brick","unsegmented",10,4,"building block",1,1,1,1
"OknA7Qez","brick","segmented",15,1,"Building blocks",1,1,1,1
"9tIJP9tr","brick","segmented",10,1,"building construction",1,1,1,1
"z793il3x","brick","segmented",10,1,"building home",1,1,1,1
"Jji0e564","brick","unsegmented",10,1,"Building house",1,1,1,1
"re0HeWS7","brick","unsegmented",10,1,"building houses",1,1,1,1
"U5lKhUP3","brick","segmented",15,4,"building material",1,1,1,1
"ug6a09uy","brick","unsegmented",15,1,"Building material",1,1,1,1
"vR19dSkW","brick","unsegmented",15,2,"Building Material",1,1,1,1
"zQDNuQPL","brick","unsegmented",15,1,"Building something",1,1,1,1
"0z8276gI","brick","segmented",10,2,"building/construction",1,1,1,1
"B8EkU1fk","brick","unsegmented",5,1,"buildings",1,1,1,1
"D0oEDjkj","brick","unsegmented",10,3,"buildings",1,1,1,1
"u8VJ80q4","brick","unsegmented",15,1,"Buildings",1,1,1,1
"D13S9Cg0","brick","segmented",5,9,"Burial Vault",4,1,4,1
"oe31GysW","brick","unsegmented",15,3,"BURIED",NA,1,2,1
"DD94108z","brick","segmented",15,3,"bury them to fill a hole. ",3,1,3,1
"vR19dSkW","brick","unsegmented",15,10,"C",NA,1,NA,NA
"y6ZLJ0s9","brick","segmented",10,4,"Can Opener",3,3,3,2
"07G60fD3","brick","segmented",10,7,"car chock",3,4,2,1
"1y5hCDj2","brick","unsegmented",15,6,"carve into a brick sculpture",4,1,4,1
"D13S9Cg0","brick","segmented",5,7,"Casket",5,1,3,2
"4dUr6hnh","brick","unsegmented",15,5,"chalk",5,5,3,1
"8gDXlAq1","brick","unsegmented",15,4,"chimney",2,1,1,1
"Jji0e564","brick","unsegmented",10,2,"chimney",2,1,1,1
"Lu2upD98","brick","segmented",10,4,"chimney",2,1,1,1
"B8x6J8Cu","brick","unsegmented",5,2,"chimneys",2,1,1,1
"LPQ9qCo5","brick","unsegmented",5,3,"chip off fragments and dissolve them to make dye",5,5,4,3
"Yr7E95zL","brick","unsegmented",5,3,"chop in half",1,1,2,1
"bfOfv2B9","brick","unsegmented",15,6,"Closing an oven door",2,2,1,1
"bfOfv2B9","brick","unsegmented",15,1,"Closing an oven.",2,2,1,1
"07G60fD3","brick","segmented",10,3,"Coconut opener.",3,3,2,2
"C67DPV18","brick","segmented",15,5,"coconut smasher",3,3,2,2
"I22Wl2uZ","brick","unsegmented",5,1,"color for room",4,1,4,2
"faOPf746","brick","unsegmented",15,4,"conk burglar on head",3,2,3,3
"3a4J68MA","brick","unsegmented",5,1,"Container",1,1,3,1
"R9l7t829","brick","segmented",10,12,"cook",1,1,2,1
"Ds5W7uZh","brick","segmented",10,5,"cook meat under it to press the meat",5,4,2,2
"0x135kJT","brick","unsegmented",15,6,"Cook on top of if heated",4,4,2,2
"zQDNuQPL","brick","unsegmented",15,6,"Cooking [no seriously Google it and you'll thank me for a delicious steak]",4,4,2,3
"68P7GeOl","brick","unsegmented",15,5,"counter weight",2,2,2,1
"AtOs67ky","brick","unsegmented",10,2,"counter weight for clock",3,2,3,2
"kXD3Pswy","brick","unsegmented",5,6,"counter weight to keep something half off a table",4,2,3,2
"nt3hH1X4","brick","segmented",5,6,"Counter-weight for a pulley system",4,2,3,2
"55kB7oGZ","brick","unsegmented",10,3,"counterbalance",2,2,2,1
"5d5xLMEq","brick","segmented",5,2,"Counterweight for a small child playing on a see saw",4,2,3,3
"w5u3jOia","brick","segmented",5,2,"crack nut",3,3,2,1
"65805qnA","brick","unsegmented",5,4,"crack open a pistachio or walnut",3,3,2,2
"oe31GysW","brick","unsegmented",15,2,"CRAWL SPACE",NA,1,1,1
"8231icq2","brick","segmented",10,4,"Create a piece of modern art",5,4,3,1
"jQzd3rhk","brick","unsegmented",15,3,"creating a fence",2,1,1,1
"w5u3jOia","brick","segmented",5,7,"crumble into rocks",3,2,2,1
"4dUr6hnh","brick","unsegmented",15,10,"cutting a frog",4,2,3,2
"67VlGI3i","brick","unsegmented",15,1,"damage property",2,2,1,1
"hF5xX42i","brick","unsegmented",10,3,"decorate for paper weight",3,1,2,2
"oR8PlQ5I","brick","segmented",15,6,"decorate it!",2,3,2,1
"65805qnA","brick","unsegmented",5,7,"decoration",2,3,1,1
"Jji0e564","brick","unsegmented",10,6,"decoration",2,3,1,1
"XkILwh3o","brick","unsegmented",15,1,"decoration",2,3,1,1
"XToyk20a","brick","segmented",15,9,"decoration",2,3,1,1
"65805qnA","brick","unsegmented",5,5,"defend yourself",2,2,2,1
"LPQ9qCo5","brick","unsegmented",5,4,"defend yourself",2,2,2,1
"0x135kJT","brick","unsegmented",15,5,"Defensive weapon",2,2,2,1
"4ys9hBH1","brick","unsegmented",5,9,"designing",2,3,1,1
"w5u3jOia","brick","segmented",5,3,"dig",1,3,3,1
"hF5xX42i","brick","unsegmented",10,11,"displace water in bucket to raise level",5,4,4,2
"rcjJj04f","brick","unsegmented",10,5,"Display area",3,3,3,1
"tsy7LR46","brick","unsegmented",15,6,"doll seat",4,3,3,3
"0x135kJT","brick","unsegmented",15,7,"Door jam",2,1,1,1
"332VeAed","brick","segmented",5,1,"door stop",2,1,1,1
"4VoT0krX","brick","segmented",15,1,"Door stop",2,1,1,1
"68P7GeOl","brick","unsegmented",15,1,"door stop",2,1,1,1
"7oUpJA0Y","brick","segmented",10,1,"door stop",2,1,1,1
"865alos8","brick","segmented",10,2,"door stop",2,1,1,1
"aP33crx5","brick","segmented",10,2,"door stop",2,1,1,1
"C67DPV18","brick","segmented",15,1,"door stop",2,1,1,1
"e1t22a36","brick","unsegmented",15,1,"Door stop",2,1,1,1
"E3P4df3m","brick","segmented",10,1,"door stop",2,1,1,1
"hF5xX42i","brick","unsegmented",10,2,"door stop",2,1,1,1
"hN3iIJxi","brick","segmented",5,2,"door stop",2,1,1,1
"tsy7LR46","brick","unsegmented",15,8,"door stop",2,1,1,1
"ug6a09uy","brick","unsegmented",15,3,"door stop",2,1,1,1
"xL8VzZto","brick","segmented",5,6,"door stop",2,1,1,1
"XToyk20a","brick","segmented",15,8,"door stop",2,1,1,1
"XUgbTC6X","brick","unsegmented",10,1,"door stop",2,1,1,1
"y6ZLJ0s9","brick","segmented",10,5,"Door Stop",2,1,1,1
"nj9z7Ka2","brick","segmented",5,4,"Door stop.",2,1,1,1
"8UP73BqP","brick","segmented",15,1,"door stopper",2,1,1,1
"a22F7mGo","brick","segmented",5,2,"door stopper",2,1,1,1
"C8q1Ph4i","brick","segmented",5,2,"door stopper",2,1,1,1
"vgUOi7TF","brick","unsegmented",5,6,"door stopper",2,1,1,1
"y8a88PFJ","brick","unsegmented",15,1,"door stopper",2,1,1,1
"3afo6Ob6","brick","unsegmented",5,2,"Doorstop",2,1,1,1
"8x0NWvRS","brick","segmented",10,1,"doorstop",2,1,1,1
"faOPf746","brick","unsegmented",15,1,"doorstop",2,1,1,1
"IN86DsbH","brick","segmented",15,2,"Doorstop",2,1,1,1
"Mr20YMh5","brick","unsegmented",5,4,"doorstop",2,1,1,1
"p6CQZcJh","brick","unsegmented",10,1,"doorstop",2,1,1,1
"rcjJj04f","brick","unsegmented",10,7,"Doorstop",2,1,1,1
"t05iL7ab","brick","segmented",15,1,"doorstop",2,1,1,1
"tZR5oSUa","brick","segmented",5,2,"doorstop",2,1,1,1
"U5lKhUP3","brick","segmented",15,6,"doorstop",2,1,1,1
"3afo6Ob6","brick","unsegmented",5,5,"Draw a face on it and make it a toy",4,3,3,3
"Ce87d074","brick","segmented",5,5,"Draw a rectangle from its shape.",5,4,2,2
"683d1PBR","brick","segmented",10,3,"Drawing lines ",3,4,2,1
"2J8vhJyv","brick","segmented",10,3,"driveway",1,1,1,1
"YpLqZ40R","brick","unsegmented",10,4,"driveway",1,1,1,1
"1y5hCDj2","brick","unsegmented",15,7,"drop it in a pond",4,1,2,1
"1y5hCDj2","brick","unsegmented",15,10,"drop it like it's hot",4,1,2,2
"4dUr6hnh","brick","unsegmented",15,13,"elevator weight",3,2,3,2
"cMdakEnx","brick","segmented",15,8,"f",NA,1,NA,NA
"xL8VzZto","brick","segmented",5,2,"fake baby",5,4,4,3
"Ei6PYuoa","brick","segmented",5,3,"fake phone",5,4,4,2
"xL8VzZto","brick","segmented",5,3,"fake projectile baby",5,3,4,3
"4XgOK49q","brick","segmented",15,5,"fence",2,1,1,1
"Ph94atfW","brick","unsegmented",5,3,"fence",2,1,1,1
"WEq5Z4hI","brick","segmented",10,2,"fence",2,1,1,1
"E3P4df3m","brick","segmented",10,6,"filler for holes in the ground",3,1,4,1
"7oUpJA0Y","brick","segmented",10,6,"fire ",2,1,1,1
"D0oEDjkj","brick","unsegmented",10,2,"fire pits",2,1,1,1
"Lu2upD98","brick","segmented",10,5,"fire place",2,1,1,1
"2J8vhJyv","brick","segmented",10,2,"fireplace",2,1,1,1
"47h4XUb6","brick","segmented",5,3,"fireplace",2,1,1,1
"8gDXlAq1","brick","unsegmented",15,2,"fireplace",2,1,1,1
"BB3KJdhl","brick","segmented",15,5,"FIREPLACE",2,1,1,1
"I0w7ZH4h","brick","unsegmented",5,7,"fireplace",2,1,1,1
"lw50p93r","brick","unsegmented",15,2,"fishing hook",1,1,3,1
"e1t22a36","brick","unsegmented",15,3,"fixing an unstable table",3,3,1,2
"65805qnA","brick","unsegmented",5,3,"flatten an object",4,3,2,1
"2PtjMrzC","brick","unsegmented",10,7,"flatten somtething",4,3,2,1
"4evEspH2","brick","segmented",10,8,"flooring",1,1,1,1
"Jji0e564","brick","unsegmented",10,3,"floors",1,1,2,1
"TR0n5Xkg","brick","unsegmented",10,5,"fly swatter",4,4,3,2
"a3C6fX0r","brick","segmented",5,3,"foot massager",5,4,3,2
"4evEspH2","brick","segmented",10,6,"foot path",1,1,1,1
"9cGn0FdJ","brick","segmented",15,4,"for a laxative",1,1,4,1
"9cGn0FdJ","brick","segmented",15,1,"for a phone ",1,1,3,2
"4evEspH2","brick","segmented",10,7,"for accenting",3,3,1,1
"9cGn0FdJ","brick","segmented",15,3,"for exercise equipment",4,2,3,1
"e1t22a36","brick","unsegmented",15,6,"for hanging your heels off to stretch them",5,3,3,3
"9cGn0FdJ","brick","segmented",15,2,"for weight lifting supplements",4,2,2,1
"3a4J68MA","brick","unsegmented",5,4,"formation",NA,2,1,1
"zaTZTqFs","brick","segmented",5,8,"frame for artwork",4,3,1,1
"4dUr6hnh","brick","unsegmented",15,12,"fridge handle",5,3,3,1
"6q5Wz6lI","brick","segmented",15,2,"frieplace",2,1,1,1
"2nxx6Yf9","brick","segmented",15,4,"Furniture",2,2,3,1
"4XgOK49q","brick","segmented",15,4,"garden",3,1,1,1
"8x0NWvRS","brick","segmented",10,9,"garden",3,1,1,1
"Jji0e564","brick","unsegmented",10,5,"garden",3,1,1,1
"p6CQZcJh","brick","unsegmented",10,2,"garden bed border",3,1,1,1
"U5lKhUP3","brick","segmented",15,2,"garden decoration",3,1,1,2
"E3P4df3m","brick","segmented",10,3,"garden edge",3,1,1,1
"X0Z1I47H","brick","segmented",5,3,"garden edging",3,1,1,1
